Hotel City,Hotelname,Twitter Handle,Website,Facebook Handle,Result 1,Result 2,Result 3,Result 4,Result 5,Result 6,Result 7,Result 8,Result 9,Result 10
Nikiti,Hotel Xenios Zeus,,https://www.xenioshotel.gr/,https://www.facebook.com/Xenios-242633375833,https://www.facebook.com/pages/category/Hotel/Hotel-Xenios-Zeus-1352946581471408/,https://www.facebook.com/pages/category/Hotel/Xenios-242633375833/,https://www.facebook.com/pages/category/Hotel/Xenios-Zeus-Rooms-1638280773167576/,https://www.facebook.com/pages/category/Hotel-Services-Company/Xenios-ZEUS-491819224584689/,https://www.facebook.com/xenioszeusmaisonettes/,https://www.facebook.com/pages/category/Urban-Farm/%CE%A6%CE%91%CE%A1%CE%9C%CE%91-%CE%9D%CE%91%CE%9E%CE%9F%CE%A5-Xenios-Zeus-412686408928333/,https://www.facebook.com/xenios.zeus.xanthi.hotel/,,,
Paradeísion,Vallian Village Hotel,,https://www.vallianvillage.gr/,https://www.facebook.com/VallianVillageHotel/,https://www.facebook.com/paradisekoufonisi.gr/,https://www.facebook.com/pages/category/Hotel/Villa-pavlina-santorini-351777188320646/,https://www.facebook.com/eumedline/,https://www.facebook.com/AgenceLandevasion/,https://www.facebook.com/anemosrhodes/,,,,,
Pefkochori,Hotel Atrium,AtriumHotels,https://www.atrium.gr/,https://www.facebook.com/AtriumPalace/,https://www.facebook.com/pages/Atrium-Hotel-Mountain-View-Predeal/505383563229942,https://www.facebook.com/atriumhotelca/,https://www.facebook.com/haywoodpark/,https://www.facebook.com/atriumhospitality/,https://www.facebook.com/pages/category/Hotel/Atrium-Hotel-100417284868581/,https://www.facebook.com/pages/category/Hotel/The-Atrium-Hotel-132941593442639/,https://www.facebook.com/atriumhotelmandurah/,https://www.facebook.com/pages/category/Massage-Service/Fortune-Atrium-spa-103856461518344/,https://www.facebook.com/AtriumPlatinum/,
Pefkochori,Hotel Alia Palace,,https://www.alia-palace.com/,https://www.facebook.com/AliaPalaceLuxuryHotelVillas,https://www.facebook.com/AliaPalaceLuxuryHotelVillas/,,,,,,,,,
Plakias,Hotel Alianthos Garden,alianthosgarden,https://www.hotelalianthos.com/,https://www.facebook.com/AlianthosGardenHotel/,https://www.facebook.com/pages/category/Hotel/Alianthos-Garden-Hotel-155332094499254/,https://www.facebook.com/AlianthosGardenHotel/,https://www.facebook.com/alianthosbeachhotel/,https://www.facebook.com/alianthosbeachplakias/,,,,,,
Plakias,Sofia Hotel,,https://www.sofiahotelplakias.com/,,https://www.facebook.com/TheSofiaHotel/,https://www.facebook.com/casasofia.bz/,https://www.facebook.com/pages/category/Hotel-Resort/FD-Sofia-Hotel-935440109883291/,https://www.facebook.com/hotelsofia/,https://www.facebook.com/pages/category/Hotel/Sofia-Hotel-Tbilisi-525840610828292/,,,,,
Platanes,Nefeli Hotel,,https://nefeli-hotel.gr/,https://www.facebook.com/NefeliHotel,https://www.facebook.com/lipsinefelihotel/,https://www.facebook.com/nefelihotelchania/,https://www.facebook.com/grandnefelihotel/,https://www.facebook.com/pages/category/Hotel-Resort/Nefeli-rooms-IOS-1213496552113762/,https://www.facebook.com/villakallergi/,https://www.facebook.com/pages/category/Hotel-Resort/THASSOS-HOTEL-NEFELI-99748037271/,https://www.facebook.com/hotelnefeli/,,,
Platanias,Rethymno Village,,https://www.rethymnovillage.gr/,https://www.facebook.com/RethymnoVillageHotel,https://www.facebook.com/RethymnoVillageHotel/,https://www.facebook.com/Pigi-Village-Rethymno-161219720561389/,https://www.facebook.com/pages/category/Local-Service/Vatos-Village-Rethymno-Crete-597487570441507/,https://www.facebook.com/lamerianasecretvillage/,https://www.facebook.com/pages/category/Hotel-Resort/Dimitrios-Village-176413595762977/,https://www.facebook.com/AlfaVillageAntoniasHouse/,https://www.facebook.com/StefanosVillageHotelPlakias/,,,
Plimmiri,TUI MAGIC LIFE Plimmiri,,https://www.magiclife.com/en/en/home/,https://www.facebook.com/tuimagiclife,https://www.facebook.com/magiclifeplimmiribyatlantica/,https://www.facebook.com/teensclubTMLplimmiri/,,,,,,,,
Psalidi,SENSIMAR Oceanis Beach & Spa Resort,OceanisKos,https://www.oceanis-hotel.gr/,https://www.facebook.com/oceanisresort/?ref=page_internal,https://www.facebook.com/oceanisresort/,https://www.facebook.com/TUIBLUE.RIU.Calypso/,,,,,,,,
Rethymno,Hotel Odyssia Beach,,https://odyssia.gr/,https://www.facebook.com/OdyssiaBeach,https://www.facebook.com/NoraPavl/,https://www.facebook.com/YamaykaTravel/,https://www.facebook.com/Odyssia-103292093083403/,https://www.facebook.com/HotelOdyssea/,https://www.facebook.com/villaodyssia.Agios.Nikolaos.Crete/,https://www.facebook.com/pages/category/Hotel/Rafael-Hotel-Lindos-300288943405283/,,,,
Rethymno,SENTIDO Aegean Pearl,PearlHotels,https://pearlhotels.gr/aegean-pearl-5star-hotel-in-rethymno/,https://www.facebook.com/SentidoAegeanPearl/?ref=hl,https://www.facebook.com/SentidoAegeanPearl/,https://www.facebook.com/SentidoPearlBeach/,https://www.facebook.com/SENTIDOhotels/,,,,,,,
Rhodos,smartline Semiramis,,https://www.semiramis.gr/,https://www.facebook.com/Semiramis.cityhotel,https://www.facebook.com/DataSystemss/,https://www.facebook.com/smartlinetravelhungary/,,,,,,,,
Rhodos,Rhodos Horizon Resort,,https://rhodoshorizon.gr/,https://www.facebook.com/rhodoshorizonresort,https://www.facebook.com/rhodoshorizonresort/,https://www.facebook.com/RhodosHorizonBlu/,https://www.facebook.com/rhodoshorizoncity/,https://www.facebook.com/pages/category/Car-Rental/Colossos-rent-a-car-Rhodes-Town-173010896170520/,https://www.facebook.com/bluehorizonbali/,https://www.facebook.com/jolientresjolien/,,,,
Roda,Hotel Angela Beach,,https://angelabeachcorfu.com/el/,,https://www.facebook.com/pages/category/Hotel/Angela-Snack-BarApartments-153893578071101/,https://www.facebook.com/pages/category/Bed-and-Breakfast/Angelas-Beach-Stays-375687479529295/,https://www.facebook.com/lagunabeachcompany/,,,,,,,
Roda,Angela Beach Apartments Superior,,https://angelabeachcorfu.com/apartments-angela-beach-corfu/,,https://www.facebook.com/AngelaStudiosApartmnets/,https://www.facebook.com/SuperiorShoresResort/,,,,,,,,
Sani,Sani Beach,sani_resort,https://www.sani-resort.com/el_GR/our-hotels/sani-beach-hotel,https://www.facebook.com/saniresort,https://www.facebook.com/AnemosBeachbar/,https://www.facebook.com/SaniBeachGalleryVilla/,https://www.facebook.com/Kasimis-Hotel-at-Sani-1339649029446101/?ref=py_c,https://www.facebook.com/AriadniVillaSani/,https://www.facebook.com/saniresort/,,,,,
Sisi,Maritimo Beach Hotel,,https://maritimo.gr/,,https://www.facebook.com/maritimobeach/,https://www.facebook.com/artofholidays/,https://www.facebook.com/hotelclubmaritimo/,https://www.facebook.com/hotelmaritimovg/,https://www.facebook.com/pages/category/Hotel-Resort/Iliada-Beach-Hotel-Corfu-63132587099/,,,,,
Stalis,Eurohotel Katrin Suites,,https://www.katrinsuites.gr/,https://www.facebook.com/katrinsuites,https://www.facebook.com/katrinsuites/,https://www.facebook.com/katrinhotel/,https://www.facebook.com/eurohotelgroup/,https://www.facebook.com/arionpalacehotelcrete/,,,,,,
Stalis,Hotel Marlena,,https://www.marlenahotel.gr/,,https://www.facebook.com/hotelmarlena/,https://www.facebook.com/latelierdemarlenecherfannemer/,,,,,,,,
Stalis,SENTIDO Blue Sea Beach,,https://www.zeushotels.gr/index.html,https://www.facebook.com/zeushotels,https://www.facebook.com/ZeushotelsSeaBeach/,https://www.facebook.com/zeushotels/,https://www.facebook.com/aguabeachhotel/,https://www.facebook.com/tulemarresort/,,,,,,
Stalis,Sergiani Garden Apartments,sergianistalis,https://sergiani.gr/,https://www.facebook.com/sergianistalis/,https://www.facebook.com/panoramahotelstalis/,https://www.facebook.com/pelagossuiteshotelandspa/,https://www.facebook.com/MaliaProject/,https://www.facebook.com/Sweettimestalis/,https://www.facebook.com/AndreasReisenPB/,https://www.facebook.com/gennadisunapts/,https://www.facebook.com/seaforsun/,,,
Stalis,Eurohotel Katrin Hotel & Bungalows,Katrinhotel,https://katrin-hotel.gr/en/,https://www.facebook.com/katrinhotel/,https://www.facebook.com/katrinhotel/,https://www.facebook.com/katrinsuites/,https://www.facebook.com/eurohotelgroup/,https://www.facebook.com/arionpalacehotelcrete/,https://www.facebook.com/azuremare/,https://www.facebook.com/EasyAuto.gr/,https://www.facebook.com/fly.anugal/,,,
Tigaki,Hotel Gaia Village,Gaia_Village,https://www.gaia-hotels.com/gaia-village-hotel.html,https://www.facebook.com/GaiaVillage,https://www.facebook.com/GaiaVillage/,https://www.facebook.com/GaiaInStyle/,https://www.facebook.com/GaiaRoyal/,,,,,,,
Tigaki,Hotel Gaia In Style,,https://www.gaia-hotels.com/gaia-instyle-hotel.html,https://www.facebook.com/GaiaVillage,https://www.facebook.com/GaiaInStyle/,https://www.facebook.com/GaiaVillage/,https://www.facebook.com/GaiaRoyal/,https://www.facebook.com/gaiacosmohotel/,https://www.facebook.com/GaiaRetreatCenter/,,,,,
Tigaki,Hotel Tigaki’s Star,TigakisStar,https://www.tigakisstar.gr/,https://www.facebook.com/Tigakis-Star-Hotel-36712922891/,https://www.facebook.com/goldenstarkos/,https://www.facebook.com/RodosStar/,,,,,,,,
