Hotel City,Hotelname_x,Twitter Handle,Website,Facebook Handle,Result 1,Result 2,Result 3,Result 4,Result 5,Result 6,Result 7,Result 8,Result 9,Result 10
Psalidi,SENSIMAR Oceanis Beach & Spa Resort,OceanisKos,https://www.oceanis-hotel.gr/,https://www.facebook.com/oceanisresort/?ref=page_internal,https://www.facebook.com/oceanisresort/,,,,,,,,,
Rethymno,Hotel Odyssia Beach,,https://odyssia.gr/,https://www.facebook.com/OdyssiaBeach,https://www.facebook.com/NoraPavl/,https://www.facebook.com/OmirosBoutiqueHotel/,https://www.facebook.com/tangoshoesboutique/?ref=py_c&__xts__=68.ARCJgB1h-CkSj5vUYRGgv9TAe0nl30-4ZvWNeW0mKTk1gRWwX592PIkDmxcHddi5WXV-Yz3Tiq8ZLJeSKBOOLwPKDXFOcV5QiAxidXWeHarnTZYagcg_vgwHpYIuEDQgNHfappAcAyz2Ci5PbKM_6WBDU9QPngqHDfz3703d5hnXd1oySldblXqBFAlQue_F3rvNKshqJLTH00dHITXM7OMxabfRWf2LXi7YoJ_EyNSHf2gC7BjanZRgYwDyraBYCSYqJv0YlACEUAXddxSLYn5_M0lhTFszcJy1qItBeGQaZj3pP8JuqMfAj3YV_ocDu8MSmpYYio0hflS03U71RYo1,https://www.facebook.com/CandiaMarisResort/,https://www.facebook.com/irinireth/,,,,,
Rethymno,SENTIDO Aegean Pearl,PearlHotels,https://pearlhotels.gr/aegean-pearl-5star-hotel-in-rethymno/,https://www.facebook.com/SentidoAegeanPearl/?ref=hl,https://www.facebook.com/SentidoAegeanPearl/,https://www.facebook.com/SentidoPearlBeach/,https://www.facebook.com/SENTIDOhotels/,,,,,,,
Rhodos,smartline Semiramis,,https://www.semiramis.gr/,https://www.facebook.com/Semiramis.cityhotel,https://www.facebook.com/smartlinetravelhungary/,https://www.facebook.com/DataSystemss/,,,,,,,,
Rhodos,Rhodos Horizon Resort,,https://rhodoshorizon.gr/,https://www.facebook.com/rhodoshorizonresort,https://www.facebook.com/rhodoshorizonresort/,https://www.facebook.com/RhodosHorizonBlu/,https://www.facebook.com/rhodoshorizoncity/,https://www.facebook.com/NookRhodos/,https://www.facebook.com/pages/category/Car-Rental/Colossos-rent-a-car-Rhodes-Town-173010896170520/,https://www.facebook.com/pages/category/Hotel-Resort/Blue-Horizon-Hotel-Rhodes-2214997365264999/,,,,
Roda,Hotel Angela Beach,,https://angelabeachcorfu.com/el/,,https://www.facebook.com/IonianBlue.BoatRentals.BoatTrips/,https://www.facebook.com/pages/category/Hotel-Resort/Robolla-Beach-Aparthotel-147161894583/,https://www.facebook.com/RodaPearlResort/,https://www.facebook.com/pegasushotelcorfu/,https://www.facebook.com/RodaBeachResort/,https://www.facebook.com/RodaBeachCamping/,https://www.facebook.com/NSKArrowTravel/,https://www.facebook.com/ninosonthebeachhotel/,https://www.facebook.com/ERIVA-HOTEL-192226922032/,
Roda,Angela Beach Apartments Superior,,https://angelabeachcorfu.com/apartments-angela-beach-corfu/,,https://www.facebook.com/pages/category/Hotel-Resort/Robolla-Beach-Aparthotel-147161894583/,https://www.facebook.com/summerhousecle/,,,,,,,,
Sani,Sani Beach,sani_resort,https://www.sani-resort.com/el_GR/our-hotels/sani-beach-hotel,https://www.facebook.com/saniresort,https://www.facebook.com/saniresort/,https://www.facebook.com/AnemosBeachbar/,https://www.facebook.com/Kasimis-Hotel-at-Sani-1339649029446101/?ref=py_c,https://www.facebook.com/SaniBeachGalleryVilla/,https://www.facebook.com/AriadniVillaSani/,,,,,
Sisi,Maritimo Beach Hotel,,https://maritimo.gr/,,https://www.facebook.com/maritimobeach/,https://www.facebook.com/pages/category/Personal-Blog/Vivien-Oetelshoven-290002348589896/,https://www.facebook.com/pages/category/Tour-Agency/Si-Si-Caribe-463596451050456/,https://www.facebook.com/cooeehotels/,https://www.facebook.com/pages/category/Hotel-Resort/H%C3%B4tel-Samira-Club-115241063360954/,https://www.facebook.com/SunSearchHolidays/,,,,
Stalis,Eurohotel Katrin Suites,,https://www.katrinsuites.gr/,https://www.facebook.com/katrinsuites,https://www.facebook.com/katrinsuites/,https://www.facebook.com/katrinhotel/,https://www.facebook.com/eurohotelgroup/,https://www.facebook.com/arionpalacehotelcrete/,,,,,,
Stalis,Hotel Marlena,,https://www.marlenahotel.gr/,,,,,,,,,,,
Stalis,SENTIDO Blue Sea Beach,,https://www.zeushotels.gr/index.html,https://www.facebook.com/zeushotels,https://www.facebook.com/ZeushotelsSeaBeach/,https://www.facebook.com/zeushotels/,https://www.facebook.com/vasiahotels.gr/,https://www.facebook.com/TUIBLUE.eloundavillage/,https://www.facebook.com/clubbluewhite/,https://www.facebook.com/diereisewelt.de/,https://www.facebook.com/viscounttravel/,,,
Stalis,Sergiani Garden Apartments,sergianistalis,https://sergiani.gr/,https://www.facebook.com/sergianistalis/,https://www.facebook.com/panoramahotelstalis/,https://www.facebook.com/MaliaProject/,https://www.facebook.com/Sweettimestalis/,https://www.facebook.com/lichnosrestaurant/,https://www.facebook.com/seaforsun/,https://www.facebook.com/atriumkoutouloufari/,https://www.facebook.com/gennadisunapts/,,,
Stalis,Eurohotel Katrin Hotel & Bungalows,Katrinhotel,https://katrin-hotel.gr/en/,https://www.facebook.com/katrinhotel/,https://www.facebook.com/katrinhotel/,https://www.facebook.com/katrinsuites/,https://www.facebook.com/eurohotelgroup/,https://www.facebook.com/arionpalacehotelcrete/,https://www.facebook.com/azuremare/,https://www.facebook.com/EasyAuto.gr/,,,,
Tigaki,Hotel Gaia Village,Gaia_Village,https://www.gaia-hotels.com/gaia-village-hotel.html,https://www.facebook.com/GaiaVillage,https://www.facebook.com/GaiaVillage/,https://www.facebook.com/GaiaInStyle/,https://www.facebook.com/islandkos/,https://www.facebook.com/pages/category/Tour-Agency/FRESCO-TRAVEL-309127522472731/,https://www.facebook.com/efesosbeachhotel/,https://www.facebook.com/AchilleasBeachHotel/,,,,
Tigaki,Hotel Gaia In Style,,https://www.gaia-hotels.com/gaia-instyle-hotel.html,https://www.facebook.com/GaiaVillage,https://www.facebook.com/GaiaInStyle/,https://www.facebook.com/GaiaVillage/,https://www.facebook.com/harmonycrestresort/,https://www.facebook.com/cestovniagenturamax/,https://www.facebook.com/efesosbeachhotel/,https://www.facebook.com/concepthotelmanagement/,,,,
Tigaki,Hotel Tigaki’s Star,TigakisStar,https://www.tigakisstar.gr/,https://www.facebook.com/Tigakis-Star-Hotel-36712922891/,https://www.facebook.com/GaiaVillage/,https://www.facebook.com/AstirOdysseus/,https://www.facebook.com/pages/category/Hotel-Resort/Angela-Suites-Tingaki-1299379683531104/,,,,,,,
